URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
Netclan20241033,https://insights.blackcoffer.com/voter-profile-analysis-and-search-application-for-targeted-campaign-engagement-using-government-voter-data/,39,6,0.7333333170370374,0.09316770167046025,13.416666666666666,0.515527950310559,5.572877846790891,13.416666666666666,249,483,2.648033126293996,15,7.991718426501035
Netclan20241034,https://insights.blackcoffer.com/bert-based-classification-of-individuals-and-organizations-into-two-categories-using-natural-language-processing/,5,3,0.24999996875000394,0.07476635444143594,10.7,0.40186915887850466,4.440747663551401,10.7,43,107,2.392523364485981,3,7.5233644859813085
Netclan20241035,https://insights.blackcoffer.com/comprehensive-analysis-of-solana-and-ethereum-contributors-using-github-api-with-comparative-study-of-1000-random-github-profiles/,13,4,0.5294117335640156,0.08585858542495664,14.142857142857142,0.4444444444444444,5.8349206349206355,14.142857142857142,88,198,2.5,3,7.545454545454546
Netclan20241036,https://insights.blackcoffer.com/powerbi-rest-api-fetching-dataflow-and-refresh-schedules-with-semantic-models/,20,6,0.5384615177514801,0.1313131306499337,12.375,0.4444444444444444,5.127777777777778,12.375,88,198,2.393939393939394,2,7.252525252525253
Netclan20241037,https://insights.blackcoffer.com/automated-job-data-import-and-management-solution-for-enhanced-efficiency/,9,0,0.9999998888889013,0.060402684158371245,12.416666666666666,0.3422818791946309,5.10357941834452,12.416666666666666,51,149,2.295302013422819,2,6.919463087248322
Netclan20241038,https://insights.blackcoffer.com/data-analytics-and-optimization-solution-for-enhancing-renewable-energy-efficiency/,9,1,0.7999999200000081,0.060606060238751154,13.75,0.45454545454545453,5.6818181818181825,13.75,75,165,2.5636363636363635,2,7.703030303030303
Netclan20241039,https://insights.blackcoffer.com/time-series-analysis-and-trend-forecasting-solution-for-predicting-news-trends/,10,1,0.8181817438016598,0.0687499995703125,13.333333333333334,0.3625,5.478333333333334,13.333333333333334,58,160,2.26875,2,7.24375
Netclan20241040,https://insights.blackcoffer.com/advanced-data-visualization-solutions-for-monitoring-key-business-metrics-with-integrated-interactive-dashboards/,16,0,0.9999999375000038,0.10322580578563996,12.916666666666666,0.4064516129032258,5.329247311827957,12.916666666666666,63,155,2.5612903225806454,2,7.870967741935484
Netclan20241041,https://insights.blackcoffer.com/advanced-patient-data-analysis-solution-for-trend-identification-and-improved-healthcare-outcome/,18,1,0.8947367950138528,0.1187499992578125,13.333333333333334,0.4375,5.508333333333334,13.333333333333334,70,160,2.49375,2,7.71875
Netclan20241042,https://insights.blackcoffer.com/anomaly-detection-and-analysis-for-enhanced-data-integrity-and-user-experience-on-bright-datas-website/,11,8,0.15789472853185638,0.11309523742205216,14.0,0.44642857142857145,5.7785714285714285,14.0,75,168,2.4166666666666665,2,7.339285714285714
Netclan20241043,https://insights.blackcoffer.com/building-custom-tflite-models-and-benchmarking-on-voxl2-chips/,9,0,0.9999998888889013,0.0588235290272972,12.75,0.4117647058823529,5.264705882352942,12.75,63,153,2.4444444444444446,2,7.803921568627451
Netclan20241044,https://insights.blackcoffer.com/sports-prediction-model-for-multiple-sports-leagues/,17,0,0.999999941176474,0.0629629627297668,16.875,0.36666666666666664,6.896666666666667,16.875,99,270,2.311111111111111,1,7.351851851851852
Netclan20241045,https://insights.blackcoffer.com/efficient-coach-allocation-system-for-sports-coaching-organization/,13,4,0.5294117335640156,0.0769230765750087,12.277777777777779,0.3257918552036199,5.04142785319256,12.277777777777779,72,221,2.180995475113122,4,7.3076923076923075
Netclan20241046,https://insights.blackcoffer.com/data-studio-dashboard-with-a-data-pipeline-tool-synced-with-podio-using-custom-webhooks-and-google-cloud-function-2/,21,4,0.679999972800001,0.07575757552800735,10.64516129032258,0.33636363636363636,4.392609970674487,10.64516129032258,111,330,2.3363636363636364,1,7.290909090909091
Netclan20241047,https://insights.blackcoffer.com/ai-driven-backend-for-audio-to-text-conversion-and-analytical-assessment-in-pharmaceutical-practice/,8,2,0.599999940000006,0.04504504484213944,11.1,0.3918918918918919,4.596756756756757,11.1,87,222,2.355855855855856,2,7.211711711711712
Netclan20241048,https://insights.blackcoffer.com/cloud-based-web-application-for-financial-data-processing-and-visualization-of-sp-500-metrics/,46,13,0.5593220244182708,0.1319910511588567,14.419354838709678,0.4429530201342282,5.9449231435375625,14.419354838709678,198,447,2.606263982102908,5,7.948545861297539
Netclan20241049,https://insights.blackcoffer.com/department-wise-kpi-tracking-dashboard-with-technician-performance-analysis-for-atoz-dependable-service/,15,2,0.7647058373702448,0.045698924608336224,12.4,0.29838709677419356,5.079354838709678,12.4,111,372,2.185483870967742,1,6.801075268817204
Netclan20241050,https://insights.blackcoffer.com/steps-to-convert-a-node-js-api-to-python-for-aws-lambda-deployment/,19,5,0.5833333090277788,0.1142857137414966,12.352941176470589,0.4,5.101176470588236,12.352941176470589,84,210,2.395238095238095,1,7.666666666666667
Netclan20241051,https://insights.blackcoffer.com/building-an-analytics-dashboard-with-a-pdf-parsing-pipeline-for-data-extraction/,29,24,0.0943396208615166,0.06213364588261003,8.123809523809523,0.37397420867526376,3.3991134929939153,8.123809523809523,319,853,2.4091441969519343,1,7.417350527549824
Netclan20241052,https://insights.blackcoffer.com/building-a-real-time-log-file-visualization-dashboard-in-kibana/,14,19,-0.15151514692378343,0.07517084265336937,10.975,0.37585421412300685,4.540341685649203,10.975,165,439,2.3006833712984056,2,7.123006833712984
Netclan20241053,https://insights.blackcoffer.com/analyzing-the-impact-of-female-ceo-appointments-on-company-stock-prices/,17,6,0.4782608487712674,0.0515695066108307,9.291666666666666,0.5201793721973094,3.9247384155455904,9.291666666666666,232,446,2.6053811659192827,6,7.934977578475336
Netclan20241054,https://insights.blackcoffer.com/ai-chatbot-using-llm-langchain-llama/,11,1,0.8333332638888947,0.06217616548095251,13.785714285714286,0.37305699481865284,5.663508512213176,13.785714285714286,72,193,2.383419689119171,1,7.259067357512953
Netclan20241055,https://insights.blackcoffer.com/healthcare-ai-chatbot-using-llama-llm-langchain/,41,3,0.863636344008265,0.11111111083052749,4.714285714285714,0.2474747474747475,1.9847041847041849,4.714285714285714,98,396,2.148989898989899,30,6.598484848484849
Netclan20241056,https://insights.blackcoffer.com/ai-bot-audio-to-audio/,0,0,0.0,0.0,28.0,0.25,11.3,28.0,7,28,2.107142857142857,0,6.357142857142857
Netclan20241057,https://insights.blackcoffer.com/recommendation-engine-for-insurance-sector-to-expand-business-in-the-rural-area/,9,1,0.7999999200000081,0.05586592147560938,19.88888888888889,0.3575418994413408,8.098572315332092,19.88888888888889,64,179,2.335195530726257,2,7.139664804469274
Netclan20241058,https://insights.blackcoffer.com/data-from-crm-via-zapier-to-google-sheets-dynamic-to-powerbi/,10,0,0.99999990000001,0.09009008927846766,10.090909090909092,0.23423423423423423,4.130057330057331,10.090909090909092,26,111,2.0,4,6.378378378378378
Netclan20241059,https://insights.blackcoffer.com/data-warehouse-to-google-data-studio-looker-dashboard/,4,0,0.9999997500000625,0.02941176448961938,12.363636363636363,0.23529411764705882,5.0395721925133685,12.363636363636363,32,136,2.0955882352941178,9,6.823529411764706
Netclan20241060,https://insights.blackcoffer.com/crm-monday-com-via-zapier-to-power-bi-dashboard/,11,3,0.5714285306122479,0.08588957002521737,7.086956521739131,0.2085889570552147,2.918218191517738,7.086956521739131,34,163,1.9202453987730062,16,6.171779141104294
Netclan20241061,https://insights.blackcoffer.com/monday-com-to-kpi-dashboard-to-manage-view-and-generate-insights-from-the-crm-data/,15,6,0.4285714081632663,0.11797752742709254,6.846153846153846,0.2303370786516854,2.8305963699222128,6.846153846153846,41,178,1.898876404494382,6,6.275280898876405
Netclan20241062,https://insights.blackcoffer.com/data-management-for-a-political-saas-application/,4,3,0.1428571224489825,0.036842105069252076,8.636363636363637,0.3368421052631579,3.5892822966507176,8.636363636363637,64,190,2.126315789473684,5,6.957894736842105
Netclan20241063,https://insights.blackcoffer.com/google-lsa-ads-google-local-service-ads-etl-tools-and-dashboards/,4,0,0.9999997500000625,0.029850746045889956,14.88888888888889,0.208955223880597,6.039137645107795,14.88888888888889,28,134,1.9850746268656716,1,6.58955223880597
Netclan20241064,https://insights.blackcoffer.com/ad-networks-marketing-campaign-data-dashboard-in-looker-google-data-studio/,3,0,0.9999996666667778,0.044117646410034614,34.0,0.23529411764705882,13.694117647058825,34.0,16,68,2.0441176470588234,1,6.75
Netclan20241065,https://insights.blackcoffer.com/analytical-solution-for-a-tech-firm/,4,2,0.33333327777778704,0.11538461316568052,10.4,0.28846153846153844,4.275384615384616,10.4,15,52,2.0576923076923075,2,7.134615384615385
Netclan20241066,https://insights.blackcoffer.com/ai-solution-for-a-technology-information-and-internet-firm/,4,0,0.9999997500000625,0.062499999023437516,16.0,0.390625,6.55625,16.0,25,64,2.21875,1,7.046875
Netclan20241067,https://insights.blackcoffer.com/ai-and-nlp-based-solutions-to-automate-data-discovery-for-venture-capital-and-private-equity-principals/,6,1,0.7142856122449125,0.055999999552,15.625,0.416,6.4164,15.625,52,125,2.272,1,7.12
Netclan20241068,https://insights.blackcoffer.com/an-etl-solution-for-an-internet-publishing-firm/,10,0,0.99999990000001,0.06849315021580034,10.428571428571429,0.2534246575342466,4.2727984344422705,10.428571428571429,37,146,2.0205479452054793,10,6.280821917808219
Netclan20241069,https://insights.blackcoffer.com/ai-based-algorithmic-trading-bot-for-forex/,3,1,0.49999987500003124,0.05714285632653063,11.666666666666666,0.2714285714285714,4.7752380952380955,11.666666666666666,19,70,2.1142857142857143,1,6.8
Netclan20241070,https://insights.blackcoffer.com/equity-waterfalls-model-based-saas-application-for-real-estate-sector/,3,1,0.49999987500003124,0.02484472034257938,8.05,0.391304347826087,3.3765217391304354,8.05,63,161,2.2732919254658386,8,6.9937888198757765
Netclan20241071,https://insights.blackcoffer.com/ai-solutions-for-foreign-exchange-an-automated-algo-trading-tool/,8,2,0.599999940000006,0.052356020668293084,14.692307692307692,0.3193717277486911,6.004671768022554,14.692307692307692,61,191,2.130890052356021,4,7.031413612565445
Netclan20241072,https://insights.blackcoffer.com/ai-agent-development-and-deployment-in-jina-ai/,10,6,0.24999998437500096,0.15533980431708927,14.714285714285714,0.3592233009708738,6.029403606102635,14.714285714285714,37,103,2.3106796116504853,3,7.349514563106796
Netclan20241073,https://insights.blackcoffer.com/golden-record-a-knowledge-graph-database-approach-to-unfold-discovery-using-neo4j/,10,3,0.5384614970414233,0.07975460073770184,11.642857142857142,0.294478527607362,4.774934268185802,11.642857142857142,48,163,2.061349693251534,12,6.957055214723926
Netclan20241074,https://insights.blackcoffer.com/advanced-ai-for-trading-automation/,10,3,0.5384614970414233,0.06951871620578226,8.5,0.32085561497326204,3.528342245989305,8.5,60,187,2.1871657754010694,9,6.780748663101604
Netclan20241075,https://insights.blackcoffer.com/create-a-knowledge-graph-to-provide-real-time-analytics-recommendations-and-a-single-source-of-truth/,5,3,0.24999996875000394,0.09195402193156296,8.7,0.42528735632183906,3.6501149425287354,8.7,37,87,2.3448275862068964,1,7.149425287356322
Netclan20241076,https://insights.blackcoffer.com/advanced-ai-for-thermal-person-detection/,4,0,0.9999997500000625,0.0784313710111496,10.2,0.27450980392156865,4.189803921568628,10.2,14,51,2.0588235294117645,2,6.901960784313726
Netclan20241077,https://insights.blackcoffer.com/advanced-ai-for-road-cam-threat-detection/,4,3,0.1428571224489825,0.11111110934744271,12.6,0.3492063492063492,5.17968253968254,12.6,22,63,2.2063492063492065,1,7.142857142857143
Netclan20241078,https://insights.blackcoffer.com/advanced-ai-for-pedestrian-crossing-safety/,6,3,0.33333329629630043,0.1343283562040544,9.571428571428571,0.34328358208955223,3.96588486140725,9.571428571428571,23,67,2.283582089552239,3,7.432835820895522
Netclan20241079,https://insights.blackcoffer.com/handgun-detection-using-yolo/,4,0,0.9999997500000625,0.06779660902039646,11.8,0.3559322033898305,4.862372881355933,11.8,21,59,2.2711864406779663,2,7.372881355932203
Netclan20241080,https://insights.blackcoffer.com/using-graph-technology-to-create-single-customer-view/,4,7,-0.2727272479338866,0.1182795686206498,8.454545454545455,0.40860215053763443,3.5452590420332357,8.454545454545455,38,93,2.3978494623655915,4,7.268817204301075
Netclan20241081,https://insights.blackcoffer.com/car-detection-in-satellite-images/,9,0,0.9999998888889013,0.06206896508917955,8.529411764705882,0.2620689655172414,3.5165922920892494,8.529411764705882,38,145,2.1448275862068966,8,6.896551724137931
Netclan20241082,https://insights.blackcoffer.com/building-a-physics-informed-neural-network-for-circuit-evaluation/,10,3,0.5384614970414233,0.07065217352906428,9.68421052631579,0.33695652173913043,4.008466819221968,9.68421052631579,62,184,2.260869565217391,12,7.304347826086956
Netclan20241083,https://insights.blackcoffer.com/connecting-mongodb-database-to-power-bi-dashboard-dashboard-automation/,6,3,0.33333329629630043,0.04712041860146378,11.235294117647058,0.36649214659685864,4.6407145056975665,11.235294117647058,70,191,2.230366492146597,10,6.612565445026178
Netclan20241084,https://insights.blackcoffer.com/data-transformation/,20,12,0.24999999218750027,0.13502109647670424,9.875,0.23628691983122363,4.0445147679324895,9.875,56,237,2.0928270042194095,11,6.421940928270042
Netclan20241085,https://insights.blackcoffer.com/e-commerce-store-analysis-purchase-behavior-ad-spend-conversion-traffic-etc/,7,1,0.7499999062500118,0.04166666644965278,10.105263157894736,0.3020833333333333,4.162938596491228,10.105263157894736,58,192,2.2135416666666665,14,6.869791666666667
Netclan20241086,https://insights.blackcoffer.com/kpi-dashboard-for-accountants/,9,0,0.9999998888889013,0.0562499996484375,14.545454545454545,0.26875,5.925681818181818,14.545454545454545,43,160,2.075,6,7.125
Netclan20241087,https://insights.blackcoffer.com/return-on-advertising-spend-dashboard-marketing-automation-and-analytics-using-etl-and-dashboard/,24,4,0.7142856887755111,0.06603773569330723,12.470588235294118,0.3915094339622642,5.144839067702553,12.470588235294118,166,424,2.3726415094339623,6,7.294811320754717
Netclan20241088,https://insights.blackcoffer.com/ranking-customer-behaviours-for-business-strategy/,4,2,0.33333327777778704,0.050420167643528004,29.75,0.2605042016806723,12.004201680672269,29.75,31,119,2.0756302521008405,2,6.663865546218488
Netclan20241089,https://insights.blackcoffer.com/algorithmic-trading-for-multiple-commodities-markets-like-forex-metals-energy-etc/,5,0,0.99999980000004,0.02793296073780469,11.1875,0.33519553072625696,4.609078212290503,11.1875,60,179,2.2960893854748603,1,7.195530726256983
Netclan20241090,https://insights.blackcoffer.com/trading-bot-for-forex/,2,1,0.33333322222225925,0.06666666518518523,45.0,0.17777777777777778,18.07111111111111,45.0,8,45,1.9555555555555555,1,6.4
Netclan20241091,https://insights.blackcoffer.com/python-model-for-the-analysis-of-sector-specific-stock-etfs-for-investment-purposes%ef%bf%bc/,7,2,0.5555554938271674,0.06249999956597223,11.076923076923077,0.3194444444444444,4.558547008547008,11.076923076923077,46,144,2.1944444444444446,4,7.104166666666667
Netclan20241092,https://insights.blackcoffer.com/medical-classification/,4,2,0.33333327777778704,0.041379310059453035,12.083333333333334,0.30344827586206896,4.954712643678161,12.083333333333334,44,145,2.1379310344827585,5,6.882758620689655
Netclan20241093,https://insights.blackcoffer.com/design-develop-bert-question-answering-model-explanations-with-visualization/,1,0,0.9999990000010001,0.015384615147928998,21.666666666666668,0.36923076923076925,8.814358974358974,21.666666666666668,24,65,2.3846153846153846,2,7.584615384615384
Netclan20241094,https://insights.blackcoffer.com/design-and-develop-solution-to-anomaly-detection-classification-problems/,2,7,-0.5555554938271674,0.09090908999081727,11.0,0.43434343434343436,4.573737373737374,11.0,43,99,2.404040404040404,5,7.191919191919192
Netclan20241095,https://insights.blackcoffer.com/an-etl-solution-for-currency-data-to-google-big-query/,1,0,0.9999990000010001,0.007999999936,10.416666666666666,0.136,4.221066666666666,10.416666666666666,17,125,1.936,11,6.208
Netclan20241096,https://insights.blackcoffer.com/etl-and-mlops-infrastructure-for-blockchain-analytics/,2,0,0.99999950000025,0.012345678936137784,23.142857142857142,0.3148148148148148,9.383068783068783,23.142857142857142,51,162,2.1419753086419755,0,6.746913580246914
Netclan20241097,https://insights.blackcoffer.com/an-agent-based-model-of-a-virtual-power-plant-vpp/,2,0,0.99999950000025,0.05555555401234573,12.0,0.19444444444444445,4.877777777777778,12.0,7,36,1.9722222222222223,0,6.861111111111111
Netclan20241098,https://insights.blackcoffer.com/transform-api-into-sdk-library-and-widget/,9,1,0.7999999200000081,0.10752688056422709,23.25,0.24731182795698925,9.398924731182795,23.25,23,93,2.161290322580645,1,6.935483870967742
Netclan20241099,https://insights.blackcoffer.com/integration-of-a-product-to-a-cloud-based-crm-platform/,5,5,0.0,0.07042253471533426,8.352941176470589,0.3028169014084507,3.4623032311516155,8.352941176470589,43,142,2.1549295774647885,1,7.02112676056338
Netclan20241100,https://insights.blackcoffer.com/a-web-based-dashboard-for-the-filtered-data-retrieval-of-land-records/,10,2,0.6666666111111158,0.07017543818610855,13.153846153846153,0.26900584795321636,5.369140800719748,13.153846153846153,46,171,2.1403508771929824,0,6.883040935672515
Netclan20241101,https://insights.blackcoffer.com/integration-of-video-conferencing-data-to-the-existing-web-app/,1,0,0.9999990000010001,0.00833333326388889,15.0,0.20833333333333334,6.083333333333334,15.0,25,120,2.066666666666667,0,6.483333333333333
Netclan20241102,https://insights.blackcoffer.com/design-develop-an-app-in-retool-which-shows-the-progress-of-the-added-video/,3,0,0.9999996666667778,0.05357142761479594,28.0,0.26785714285714285,11.307142857142857,28.0,15,56,2.0714285714285716,2,6.178571428571429
Netclan20241103,https://insights.blackcoffer.com/auvik-connectwise-integration-in-grafana/,2,1,0.33333322222225925,0.03191489327750113,9.4,0.3617021276595745,3.90468085106383,9.4,34,94,2.265957446808511,0,6.946808510638298
Netclan20241104,https://insights.blackcoffer.com/data-integration-and-big-data-performance-using-elk-stack/,3,1,0.49999987500003124,0.02919708007885343,10.538461538461538,0.38686131386861317,4.37012914093206,10.538461538461538,53,137,2.3065693430656933,2,7.2700729927007295
Netclan20241105,https://insights.blackcoffer.com/web-data-connector/,1,0,0.9999990000010001,0.009900990000980298,9.181818181818182,0.2871287128712871,3.7875787578757873,9.181818181818182,29,101,2.0693069306930694,1,6.5049504950495045
Netclan20241106,https://insights.blackcoffer.com/an-app-for-updating-the-email-id-of-the-user-and-stripe-refund-tool-using-retool/,7,1,0.7499999062500118,0.09999999875000001,40.0,0.1875,16.075,40.0,15,80,1.95,3,6.15
Netclan20241107,https://insights.blackcoffer.com/an-ai-ml-based-web-application-that-detects-the-correctness-of-text-in-a-given-video/,1,5,-0.6666665555555741,0.0566037730509078,35.333333333333336,0.2169811320754717,14.220125786163525,35.333333333333336,23,106,1.9150943396226414,2,6.509433962264151
Netclan20241108,https://insights.blackcoffer.com/website-tracking-and-insights-using-google-analytics-google-tag-manager/,15,2,0.7647058373702448,0.04438642286060986,12.35483870967742,0.4255874673629243,5.112170470816138,12.35483870967742,163,383,2.318537859007833,3,6.95822454308094
Netclan20241109,https://insights.blackcoffer.com/dashboard-to-track-the-analytics-of-the-website-using-google-analytics-and-google-tag-manager/,15,1,0.8749999453125034,0.03990024927705674,12.151515151515152,0.35910224438902744,5.004246958361673,12.151515151515152,144,401,2.2493765586034913,1,6.86284289276808
Netclan20241110,https://insights.blackcoffer.com/power-bi-dashboard-on-operations-transactions-and-marketing-embedding-the-dashboard-to-web-app/,1,0,0.9999990000010001,0.024390243307555043,13.666666666666666,0.34146341463414637,5.603252032520325,13.666666666666666,14,41,2.2195121951219514,0,7.048780487804878
Netclan20241111,https://insights.blackcoffer.com/nft-data-automation-looksrare-and-etl-tool/,4,2,0.33333327777778704,0.04838709638397503,8.857142857142858,0.23387096774193547,3.6364055299539175,8.857142857142858,29,124,2.1129032258064515,3,6.370967741935484
Netclan20241112,https://insights.blackcoffer.com/optimize-the-data-scraper-program-to-easily-accommodate-large-files-and-solve-oom-errors/,4,3,0.1428571224489825,0.08333333234126986,12.0,0.25,4.9,12.0,21,84,2.119047619047619,2,6.857142857142857
Netclan20241113,https://insights.blackcoffer.com/making-a-robust-way-to-sync-data-from-airtables-to-mongodb-using-python-etl-solution/,3,4,-0.1428571224489825,0.0510948901379935,12.454545454545455,0.2116788321167883,5.066489714664898,12.454545454545455,29,137,1.9854014598540146,1,6.4963503649635035
Netclan20241114,https://insights.blackcoffer.com/incident-duration-prediction-infrastructure-and-real-estate/,1,1,0.0,0.018691588610358984,11.88888888888889,0.411214953271028,4.920041536863967,11.88888888888889,44,107,2.3457943925233646,4,7.364485981308412
Netclan20241115,https://insights.blackcoffer.com/statistical-data-analysis-of-reinforced-concrete/,6,1,0.7142856122449125,0.040697674181990266,13.23076923076923,0.4127906976744186,5.45742397137746,13.23076923076923,71,172,2.4825581395348837,4,7.709302325581396
Netclan20241116,https://insights.blackcoffer.com/database-normalization-segmentation-with-google-data-studio-dashboard-insights/,1,0,0.9999990000010001,0.009174311842437506,7.785714285714286,0.28440366972477066,3.2280471821756223,7.785714285714286,31,109,2.36697247706422,8,6.752293577981652
Netclan20241117,https://insights.blackcoffer.com/power-bi-dashboard-to-drive-insights-from-complex-data-to-generate-business-insights/,4,3,0.1428571224489825,0.04861111077353395,9.6,0.25,3.94,9.6,36,144,2.076388888888889,8,6.361111111111111
Netclan20241118,https://insights.blackcoffer.com/real-time-dashboard-to-monitor-infrastructure-activity-and-machines/,1,1,0.0,0.03636363570247935,11.0,0.32727272727272727,4.530909090909091,11.0,18,55,2.309090909090909,2,7.181818181818182
Netclan20241119,https://insights.blackcoffer.com/electric-vehicles-ev-load-management-system-to-forecast-energy-demand/,3,2,0.199999960000008,0.034965034720524237,11.916666666666666,0.34265734265734266,4.903729603729604,11.916666666666666,49,143,2.2937062937062938,7,6.7622377622377625
Netclan20241120,https://insights.blackcoffer.com/power-bi-data-driven-map-dashboard/,1,0,0.9999990000010001,0.06666666222222252,15.0,0.26666666666666666,6.106666666666667,15.0,4,15,2.066666666666667,0,7.066666666666666
Netclan20241121,https://insights.blackcoffer.com/google-local-service-ads-lsa-leads-dashboard/,17,2,0.7894736426592819,0.0657439444091905,9.633333333333333,0.2975778546712803,3.972364475201845,9.633333333333333,86,289,2.1730103806228374,3,6.6366782006920415
Netclan20241122,https://insights.blackcoffer.com/aws-lex-voice-and-chatbot/,6,0,0.9999998333333611,0.0379746833039577,10.533333333333333,0.20253164556962025,4.2943459915611815,10.533333333333333,32,158,1.8734177215189873,5,5.917721518987341
